latitude,longitude,acq_date
-1.75517,113.35661,7/4/20
-1.75574,113.35306,7/4/20
-2.56233,101.20063,7/4/20
-0.82041,102.87769,7/4/20
-0.9939,102.78442,7/4/20
-1.12478,102.72631,7/4/20
-1.12811,102.72682,7/4/20
-1.3082,102.00058,7/4/20
-1.19523,102.77636,7/4/20
-1.31771,102.48576,7/4/20
-0.73924,101.38177,7/4/20
-1.22497,101.6229,7/4/20
-1.32378,101.77816,7/4/20
-1.37235,101.75882,7/4/20
2.03752,98.58527,7/4/20
3.08544,98.04644,7/4/20
3.0853,98.04378,7/4/20
3.08602,98.04846,7/4/20
2.04023,98.60268,7/4/20
1.31295,99.36133,7/4/20
1.46079,99.54519,7/4/20
1.69532,99.42117,7/4/20
2.03634,98.60312,7/4/20
2.01085,98.61683,7/4/20
2.00992,98.63605,7/4/20
2.01068,98.64088,7/4/20
2.01907,98.74385,7/4/20
-2.80262,103.05,7/4/20
-1.14249,104.24632,7/4/20
2.26055,98.42052,7/4/20
2.39517,98.43616,7/4/20
-2.5476,103.32455,7/4/20
1.98357,98.68195,7/4/20
1.98728,98.7063,7/4/20
1.95543,98.67806,7/4/20
2.10714,98.5136,7/4/20
-3.96609,102.61944,7/4/20
-4.02461,102.50754,7/4/20
-4.19068,102.73068,7/4/20
-4.19353,102.73483,7/4/20
-4.25628,102.83293,7/4/20
2.39588,98.43327,7/4/20
-0.51036,103.15514,7/4/20
-0.49377,103.08576,7/4/20
-0.44265,103.13046,7/4/20
-0.44317,103.12702,7/4/20
-0.43986,103.12652,7/4/20
-3.37627,104.57561,7/4/20
-0.4074,99.969,7/4/20
5.13582,95.39686,7/4/20
1.95112,98.72639,7/4/20
1.84375,98.63166,7/4/20
-2.38121,104.02106,7/4/20
-2.86256,103.86842,7/4/20
-1.81729,136.74843,7/4/20
2.77511,125.40812,7/4/20
2.77902,125.40916,7/4/20
2.77961,125.40807,7/4/20
0.67249,117.46075,7/4/20
-9.69164,123.70299,7/4/20
0.65855,117.46223,7/4/20
0.13344,116.92834,7/4/20
-1.45476,127.43678,7/4/20
-1.87292,115.88692,7/4/20
-2.06169,115.5696,7/4/20
-8.34841,117.82628,7/4/20
-8.11349,112.92122,7/4/20
-8.10984,112.92211,7/4/20
-3.48602,115.62502,7/4/20
-8.92419,117.22521,7/4/20
-2.15802,115.58302,7/4/20
-8.97824,117.20211,7/4/20
-9.01166,125.11195,7/4/20
-8.33863,117.89681,7/4/20
-9.0135,125.11034,7/4/20
-1.46011,127.43559,7/4/20
-7.1812,111.69035,7/4/20
-8.11481,112.92912,7/4/20
-8.97939,117.18752,7/4/20
-8.11417,112.92529,7/4/20
-7.87719,113.84242,7/4/20
-7.87841,113.84515,7/4/20
-3.03015,115.16501,7/4/20
-2.1615,115.58244,7/4/20
-7.82302,114.14891,7/4/20
-7.8221,114.14844,7/4/20
-7.67063,113.97184,7/4/20
-9.07307,117.00393,7/4/20
-0.96396,117.14912,7/4/20
-0.72061,117.07153,7/4/20
-7.2568,111.17696,7/4/20
-2.10397,110.46755,7/4/20
0.63188,117.54459,7/4/20
-7.59718,112.40522,7/4/20
-7.54484,112.42379,7/4/20
-9.69453,123.6997,7/4/20
0.63133,117.54807,7/4/20
-2.58393,121.37712,7/4/20
-1.52975,127.42129,7/4/20
-1.53182,127.42106,7/4/20
-2.5729,121.37869,7/4/20
-1.84745,115.86003,7/4/20
-1.85436,115.85894,7/4/20
-10.22237,123.58841,7/4/20
-10.22142,123.59029,7/4/20
0.67428,117.46454,7/4/20
0.67373,117.46806,7/4/20
-1.87221,115.85987,7/4/20
0.67194,117.46427,7/4/20
0.68007,117.5591,7/4/20
-2.57958,121.37324,7/4/20
-1.46056,127.43853,7/4/20
-1.89412,115.86421,7/4/20
0.67952,117.5626,7/4/20
0.67898,117.56612,7/4/20
0.67224,117.54353,7/4/20
-2.92153,115.23332,7/4/20
-2.89885,115.24898,7/4/20
-7.20821,108.19884,7/4/20
0.66447,117.54949,7/4/20
-10.08884,120.78815,7/4/20
-6.56814,108.1804,7/4/20
-6.54805,108.09551,7/4/20
-10.08388,120.80945,7/4/20
-10.08316,120.80441,7/4/20
-2.58326,121.37275,7/4/20
-2.58025,121.37764,7/4/20
1.89582,117.24251,7/4/20
-1.32629,113.10075,7/4/20
1.86361,117.24868,7/4/20
-2.57658,121.37816,7/4/20
-2.14347,115.58132,7/4/20
-2.16378,115.57423,7/4/20
0.65694,117.55918,7/4/20
-7.36421,111.51112,7/4/20
-9.68983,123.70056,7/4/20
-8.19828,119.07022,7/4/20
0.43798,101.55093,7/4/20
0.77601,101.42866,7/4/20
0.84852,101.39182,7/4/20
1.37155,101.22428,7/4/20
0.43889,101.55244,7/4/20
0.26896,102.12531,7/4/20
0.31642,99.95641,7/4/20
0.31573,99.96078,7/4/20
-3.44121,135.30899,7/5/20
-6.50805,134.12126,7/5/20
-3.69365,138.98941,7/5/20
-8.80244,121.78635,7/5/20
-6.65005,134.14735,7/5/20
-8.7983,121.78498,7/5/20
-8.58164,122.17059,7/5/20
-8.55272,122.00036,7/5/20
-6.50472,134.12074,7/5/20
-6.48964,134.10771,7/5/20
-2.57893,121.3763,7/5/20
-2.58574,121.37672,7/5/20
-2.5818,121.37502,7/5/20
-1.81873,136.74997,7/5/20
-1.8192,136.75032,7/5/20
-0.84019,133.08101,7/5/20
-2.58101,121.38058,7/5/20
-0.84727,133.21407,7/5/20
-6.00581,105.97951,7/5/20
-9.58975,119.97976,7/5/20
-9.72527,119.98368,7/5/20
-8.48302,124.09735,7/5/20
-9.48816,119.91544,7/5/20
-4.55557,105.5586,7/5/20
-4.21166,104.92559,7/5/20
-9.80153,120.18602,7/5/20
-9.91631,120.2111,7/5/20
-8.26763,118.50864,7/5/20
-3.81144,102.35807,7/5/20
-3.96744,102.55924,7/5/20
-3.96582,102.56187,7/5/20
-3.98069,102.64862,7/5/20
-4.40028,102.91631,7/5/20
-8.73933,118.28441,7/5/20
-9.8581,119.87801,7/5/20
-9.86475,119.87215,7/5/20
-9.86411,119.87566,7/5/20
-9.86346,119.87917,7/5/20
-9.8956,119.82492,7/5/20
-9.90279,119.81586,7/5/20
-9.90085,119.82657,7/5/20
-9.88981,119.88765,7/5/20
-9.9022,119.81908,7/5/20
-9.90808,119.81727,7/5/20
-9.89521,119.88859,7/5/20
-9.89895,119.82078,7/5/20
-9.89827,119.82439,7/5/20
